keyword,region,match_type,lb,ub,source,nn_keyword,nn_region,nn_match_type,nn_hist_min,nn_hist_max,cosine_sim,tier
ai certification,a,broad match,0.5437856361544652,3.995642283048027,nearest_neighbor,ai diploma,a,broad match,0.69,5.07,0.7880951248615438,same_region_and_match
ai certification,a,phrase match,0.5183740086110988,5.878165644816422,nearest_neighbor,ai related certifications,a,phrase match,0.53,6.01,0.9780641671907524,same_region_and_match
ai certification,b,broad match,0.09359275870610366,0.7487420696488293,nearest_neighbor,generative ai certification online,b,broad match,0.12,0.96,0.7799396558841972,same_region_and_match
ai certification,b,phrase match,0.10758705839098276,1.457315609114221,nearest_neighbor,ai related certifications,b,phrase match,0.11,1.49,0.9780641671907524,same_region_and_match
ai certification courses,a,broad match,0.3889264072604084,11.163015391367892,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.8275029941710818,same_region_and_match
ai certification courses,a,phrase match,0.44,10.42,exact,ai certification courses,a,phrase match,0.44,10.42,,
ai certification courses,b,broad match,0.504482743599764,2.2875683028747917,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.8697978337926965,same_region_and_match
ai certification courses,b,phrase match,0.52,2.72,exact,ai certification courses,b,phrase match,0.52,2.72,,
ai certification mit,a,broad match,0.39159199183624877,11.239523340151056,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.833174450715423,same_region_and_match
ai certification mit,b,broad match,0.023388535556823433,0.4989554252122333,nearest_neighbor,mit generative ai certificate,b,broad match,0.03,0.64,0.7796178518941145,same_region_and_match
ai certification mit,b,phrase match,0.09653783888923789,1.307648908590586,nearest_neighbor,ai related certifications,b,phrase match,0.11,1.49,0.87761671717489,same_region_and_match
ai certifications mit,usa,broad match,1.0239752049182154,8.328331666668152,nearest_neighbor,best ai certification,usa,broad match,1.2,9.76,0.8533126707651796,same_region_and_match
ai certifications mit,a,broad match,0.39063029753163125,11.211920667450437,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.831128292620492,same_region_and_match
ai certifications mit,b,broad match,0.023218653497269336,0.49533127460841253,nearest_neighbor,mit generative ai certificate,b,broad match,0.03,0.64,0.7739551165756445,same_region_and_match
ai certifications mit,b,phrase match,0.09991630421808335,1.3534117571358564,nearest_neighbor,ai related certifications,b,phrase match,0.11,1.49,0.9083300383462123,same_region_and_match
ai certifications mit,c,broad match,0.1023067611990745,2.104596230380961,nearest_neighbor,generative ai certificate course,c,broad match,0.14,2.88,0.7307625799933892,same_region_and_match
ai class,a,broad match,0.4965684309696291,3.64869847103771,nearest_neighbor,ai diploma,a,broad match,0.69,5.07,0.7196643927096075,same_region_and_match
ai course mit,a,broad match,1.7850162204747315,16.313064903782962,nearest_neighbor,mit ai course,a,broad match,1.8,16.45,0.9916756780415175,same_region_and_match
ai course mit,a,exact match,0.6297617968711202,20.3031655357464,nearest_neighbor,mit artificial intelligence course,a,exact match,0.71,22.89,0.8869884462973525,same_region_and_match
ai course mit,a,phrase match,0.42642054155785253,10.80926489065254,nearest_neighbor,mit ai course,a,phrase match,0.43,10.9,0.9916756780415175,same_region_and_match
ai course mit,b,broad match,0.5207789369500209,0.5207789369500209,nearest_neighbor,mit generative ai course,b,broad match,0.65,0.65,0.8011983645384936,same_region_and_match
ai course mit,b,exact match,0.23061699603731167,23.05282971926819,nearest_neighbor,mit artificial intelligence course,b,exact match,0.26,25.99,0.8869884462973525,same_region_and_match
ai course mit,b,phrase match,0.15866810848664278,1.0313427051631783,nearest_neighbor,mit ai course,b,phrase match,0.16,1.04,0.9916756780415175,same_region_and_match
ai course online,usa,broad match,0.35875965860274167,28.450475251984866,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.8343247874482365,same_region_and_match
ai course online,usa,exact match,1.7779472791470388,21.299082711414528,nearest_neighbor,ai learning course,usa,exact match,1.96,23.48,0.9071159587484892,same_region_and_match
ai course online,usa,phrase match,0.8254755224611252,29.662691851075596,nearest_neighbor,ai learning course,usa,phrase match,0.91,32.7,0.9071159587484892,same_region_and_match
ai course online,a,broad match,0.1918947011130944,8.71869402883407,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.8343247874482365,same_region_and_match
ai course online,a,exact match,0.9524717566859137,31.96676638629676,nearest_neighbor,ai learning course,a,exact match,1.05,35.24,0.9071159587484892,same_region_and_match
ai course online,a,phrase match,0.46262913896172947,8.300111022548677,nearest_neighbor,ai learning course,a,phrase match,0.51,9.15,0.9071159587484892,same_region_and_match
ai course online,b,broad match,0.34240857449305645,0.9190966999550463,nearest_neighbor,online ai training courses,b,broad match,0.38,1.02,0.901075196034359,same_region_and_match
ai course online,b,exact match,0.2902771067995165,6.277242434539545,nearest_neighbor,ai learning course,b,exact match,0.32,6.92,0.9071159587484892,same_region_and_match
ai course online,b,phrase match,0.17235203216221295,7.247856510400428,nearest_neighbor,ai learning course,b,phrase match,0.19,7.99,0.9071159587484892,same_region_and_match
ai course online,c,broad match,0.10846222236827073,1.952320002628873,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.8343247874482363,same_region_and_match
ai course online,c,exact match,0.40820218143682013,0.9071159587484892,nearest_neighbor,ai learning course,c,exact match,0.45,1.0,0.9071159587484892,same_region_and_match
ai course online,c,phrase match,0.1904943513371827,5.560620827128238,nearest_neighbor,ai learning course,c,phrase match,0.21,6.13,0.9071159587484892,same_region_and_match
ai courses,usa,broad match,1.2731292605172235,8.080473469813398,nearest_neighbor,gen ai courses,usa,broad match,1.47,9.33,0.866074326882465,same_region_and_match
ai courses,usa,exact match,1.5726160998889507,39.315402497223765,nearest_neighbor,courses about ai,usa,exact match,1.62,40.5,0.9707506789437966,same_region_and_match
ai courses,usa,phrase match,2.1647740140446663,15.774698532836695,nearest_neighbor,courses about ai,usa,phrase match,2.23,16.25,0.9707506789437966,same_region_and_match
ai courses,a,broad match,0.4221112717049119,12.115491607019706,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.8981090887338552,same_region_and_match
ai courses,a,exact match,0.5339128734190882,5.999239195872663,nearest_neighbor,courses about ai,a,exact match,0.55,6.18,0.9707506789437966,same_region_and_match
ai courses,a,phrase match,0.6892329820500955,9.697799282648528,nearest_neighbor,courses about ai,a,phrase match,0.71,9.99,0.9707506789437966,same_region_and_match
ai courses,b,broad match,0.5471236367763522,2.4809226977962178,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.9433166151316418,same_region_and_match
ai courses,b,exact match,0.20385764257819727,2.7278094078320687,nearest_neighbor,courses about ai,b,exact match,0.21,2.81,0.9707506789437966,same_region_and_match
ai courses,b,phrase match,0.3203477240514529,3.514117457776544,nearest_neighbor,courses about ai,b,phrase match,0.33,3.62,0.9707506789437966,same_region_and_match
ai courses,c,broad match,0.08323851129109332,1.4755917910693814,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.7567137390099392,same_region_and_match
ai courses,c,exact match,0.1456126018415695,1.7473512220988339,nearest_neighbor,courses about ai,c,exact match,0.15,1.8,0.9707506789437966,same_region_and_match
ai courses,c,phrase match,0.15532010863100745,2.2424340683601702,nearest_neighbor,courses about ai,c,phrase match,0.16,2.31,0.9707506789437966,same_region_and_match
ai courses for engineers,a,broad match,0.3898149876317831,11.188519538622883,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.8293935907059216,same_region_and_match
ai courses for engineers,b,broad match,0.5026673253193753,2.2793363199826846,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.866667802274785,same_region_and_match
ai courses for engineers,c,broad match,0.10009014848626716,2.058997340288924,nearest_neighbor,generative ai certificate course,c,broad match,0.14,2.88,0.7149296320447653,same_region_and_match
ai courses from mit,usa,phrase match,2.0051191777368302,14.611294456602463,nearest_neighbor,courses about ai,usa,phrase match,2.23,16.25,0.899156581944767,same_region_and_match
ai courses from mit,a,broad match,0.4649230177479114,13.344279807275159,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.9891979101019391,same_region_and_match
ai courses from mit,a,exact match,0.4945361200696219,5.55678767641866,nearest_neighbor,courses about ai,a,exact match,0.55,6.18,0.899156581944767,same_region_and_match
ai courses from mit,a,phrase match,0.6384011731807845,8.982574253628222,nearest_neighbor,courses about ai,a,phrase match,0.71,9.99,0.899156581944767,same_region_and_match
ai courses from mit,b,broad match,0.5061227790850188,2.295005015506206,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.872625481181067,same_region_and_match
ai courses from mit,b,exact match,0.18882288220840107,2.5266299952647953,nearest_neighbor,courses about ai,b,exact match,0.21,2.81,0.899156581944767,same_region_and_match
ai courses from mit,b,phrase match,0.29672167204177313,3.2549468266400567,nearest_neighbor,courses about ai,b,phrase match,0.33,3.62,0.899156581944767,same_region_and_match
ai courses from mit,c,phrase match,0.1438650531111627,2.077051704292412,nearest_neighbor,courses about ai,c,phrase match,0.16,2.31,0.899156581944767,same_region_and_match
ai courses generator,a,broad match,0.20502357155656473,3.551008259359701,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.8200942862262589,same_region_and_match
ai courses generator,b,broad match,0.4770823792792819,2.16332182328364,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.8225558263435895,same_region_and_match
ai courses mit,usa,broad match,2.4000099983037115,14.501990916391154,nearest_neighbor,mit ai course,usa,broad match,2.59,15.65,0.9266447869898501,same_region_and_match
ai courses mit,usa,exact match,1.2950583361299968,22.88268460069694,nearest_neighbor,mit ai courses,usa,exact match,1.3,22.97,0.9961987200999974,same_region_and_match
ai courses mit,usa,phrase match,0.5652533200638086,16.475744312679534,nearest_neighbor,mit ai course,usa,phrase match,0.61,17.78,0.9266447869898501,same_region_and_match
ai courses mit,a,broad match,0.4682133984469988,13.438720734148966,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.9961987200999974,same_region_and_match
ai courses mit,a,phrase match,0.3984572584056355,10.100428178189366,nearest_neighbor,mit ai course,a,phrase match,0.43,10.9,0.9266447869898501,same_region_and_match
ai courses mit,b,broad match,0.493607933083862,2.2382566620871676,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.8510481604894173,same_region_and_match
ai courses mit,b,phrase match,0.14826316591837602,0.9637105784694441,nearest_neighbor,mit ai course,b,phrase match,0.16,1.04,0.9266447869898501,same_region_and_match
ai courses mit,c,broad match,0.10043256188327182,2.066041273027306,nearest_neighbor,generative ai certificate course,c,broad match,0.14,2.88,0.7173754420233701,same_region_and_match
ai courses mit,c,phrase match,0.14668190870294334,3.813729626276527,nearest_neighbor,mit artificial intelligence course,c,phrase match,0.16,4.16,0.9167619293933958,same_region_and_match
ai courses online free,usa,phrase match,0.9315447664051805,15.277334169044959,nearest_neighbor,online ai and ml courses,usa,phrase match,1.0,16.4,0.9315447664051805,same_region_and_match
ai courses online free,a,broad match,0.3767953791108941,10.814829072778643,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.8016922959806259,same_region_and_match
ai courses online free,a,exact match,0.9352988079957997,31.390409517878076,nearest_neighbor,ai learning course,a,exact match,1.05,35.24,0.8907607695198092,same_region_and_match
ai courses online free,a,phrase match,0.3633024588980204,16.10640901114557,nearest_neighbor,online ai and ml courses,a,phrase match,0.39,17.29,0.9315447664051805,same_region_and_match
ai courses online free,b,broad match,0.3654422575458219,0.9809239544651008,nearest_neighbor,online ai training courses,b,broad match,0.38,1.02,0.9616901514363734,same_region_and_match
ai courses online free,b,exact match,0.2850434462463389,6.164064525077079,nearest_neighbor,ai learning course,b,exact match,0.32,6.92,0.8907607695198092,same_region_and_match
ai courses online free,b,phrase match,0.09315447664051806,7.7225061134989454,nearest_neighbor,online ai and ml courses,b,phrase match,0.1,8.29,0.9315447664051805,same_region_and_match
ai courses online free,c,phrase match,0.2515170869293987,4.28510592546383,nearest_neighbor,online ai and ml courses,c,phrase match,0.27,4.6,0.9315447664051805,same_region_and_match
ai courses stanford,usa,broad match,1.5562416517583118,7.5713779237230225,nearest_neighbor,stanford ai professional program,usa,broad match,1.78,8.66,0.8742930627855684,same_region_and_match
ai courses stanford,usa,phrase match,0.20108740444068074,2.544192812706004,nearest_neighbor,stanford ai professional program,usa,phrase match,0.23,2.91,0.8742930627855684,same_region_and_match
ai courses stanford,a,broad match,0.40635015160713717,11.663113925915491,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.8645747906534834,same_region_and_match
ai courses stanford,b,broad match,0.49687108558067133,2.253053370822699,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.8566742854839161,same_region_and_match
ai courses stanford,c,broad match,0.08331647433661696,1.476973863240028,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.7574224939692451,same_region_and_match
ai courses with certificate,a,broad match,0.26582074579300813,13.033791406624914,nearest_neighbor,generative ai certificate course,a,broad match,0.31,15.2,0.8574862767516391,same_region_and_match
ai courses with certificate,a,exact match,1.697579480219774,2.5511646425901686,nearest_neighbor,ai certification courses,a,exact match,1.77,2.66,0.9590844521015671,same_region_and_match
ai courses with certificate,a,phrase match,0.42199715892468953,9.99365999089833,nearest_neighbor,ai certification courses,a,phrase match,0.44,10.42,0.9590844521015671,same_region_and_match
ai courses with certificate,b,broad match,0.10289835321019669,5.350714366930228,nearest_neighbor,generative ai certificate course,b,broad match,0.12,6.24,0.8574862767516391,same_region_and_match
ai courses with certificate,b,exact match,0.14386266781523507,1.2755823212950843,nearest_neighbor,ai certification courses,b,exact match,0.15,1.33,0.9590844521015671,same_region_and_match
ai courses with certificate,b,phrase match,0.49872391509281494,2.608709709716263,nearest_neighbor,ai certification courses,b,phrase match,0.52,2.72,0.9590844521015671,same_region_and_match
ai engineer certification,a,broad match,0.5186618730446252,3.8110372410670292,nearest_neighbor,ai diploma,a,broad match,0.69,5.07,0.7516838739777177,same_region_and_match
ai engineer certification,a,phrase match,0.4755688474594994,5.392771270248285,nearest_neighbor,ai related certifications,a,phrase match,0.53,6.01,0.8972997121877346,same_region_and_match
ai engineer certification,b,broad match,0.08773967529617822,0.7019174023694258,nearest_neighbor,generative ai certification online,b,broad match,0.12,0.96,0.7311639608014853,same_region_and_match
ai engineer certification,b,phrase match,0.09870296834065082,1.3369765711597246,nearest_neighbor,ai related certifications,b,phrase match,0.11,1.49,0.8972997121877346,same_region_and_match
ai engineer certification,c,phrase match,0.10767596546252815,0.8972997121877346,nearest_neighbor,ai related certifications,c,phrase match,0.12,1.0,0.8972997121877346,same_region_and_match
ai for business,a,broad match,0.4420850546046393,3.2483640968775673,nearest_neighbor,ai diploma,a,broad match,0.69,5.07,0.6407029776878831,same_region_and_match
ai for business,a,exact match,7.997792597639959,7.997792597639959,nearest_neighbor,ai for executives course,a,exact match,10.25,10.25,0.7802724485502399,same_region_and_match
ai for business,a,phrase match,0.42,11.69,exact,ai for business,a,phrase match,0.42,11.69,,
ai for business,b,broad match,0.12080430893771356,1.004185818044744,nearest_neighbor,designing ai products and services,b,broad match,0.16,1.33,0.7550269308607097,same_region_and_match
ai for business,b,exact match,0.33,1.06,exact,ai for business,b,exact match,0.33,1.06,,
ai for business,b,phrase match,0.15,4.08,exact,ai for business,b,phrase match,0.15,4.08,,
ai for engineering,a,broad match,0.44853195115389227,3.2957347715220786,nearest_neighbor,ai diploma,a,broad match,0.69,5.07,0.6500463060201338,same_region_and_match
ai for engineering,a,exact match,1.43,1.43,exact,ai for engineering,a,exact match,1.43,1.43,,
ai for engineering,a,phrase match,0.28,5.72,exact,ai for engineering,a,phrase match,0.28,5.72,,
ai for engineering,b,broad match,0.36108071323223395,1.6373142686220263,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.6225529538486793,same_region_and_match
ai for engineering,b,exact match,0.40430424435407736,1.6080282445900804,nearest_neighbor,artificial intelligence for engineers,b,exact match,0.44,1.75,0.9188732826229031,same_region_and_match
ai for engineering,b,phrase match,0.13,5.64,exact,ai for engineering,b,phrase match,0.13,5.64,,
ai for engineers,a,broad match,0.4542749394429619,3.33793325068959,nearest_neighbor,ai diploma,a,broad match,0.69,5.07,0.658369477453568,same_region_and_match
ai for engineers,a,exact match,1.79,1.79,exact,ai for engineers,a,exact match,1.79,1.79,,
ai for engineers,a,phrase match,0.7,7.03,exact,ai for engineers,a,phrase match,0.7,7.03,,
ai for engineers,b,broad match,0.3678285489443267,1.667912213316516,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.6341871533522875,same_region_and_match
ai for engineers,b,exact match,0.4050773364883394,1.61110304285135,nearest_neighbor,artificial intelligence for engineers,b,exact match,0.44,1.75,0.9206303102007714,same_region_and_match
ai for engineers,b,phrase match,0.14,1.45,exact,ai for engineers,b,phrase match,0.14,1.45,,
ai generated course,usa,phrase match,0.5619937956311826,14.989731066231716,nearest_neighbor,ai generated courses,usa,phrase match,0.58,15.47,0.9689548200537631,same_region_and_match
ai generated course,a,broad match,0.2744211309988141,2.504092820364179,nearest_neighbor,generative ai course,a,broad match,0.32,2.92,0.8575660343712941,same_region_and_match
ai generated course,a,exact match,1.0040525569436223,1.1063171692249172,nearest_neighbor,course generator ai,a,exact match,1.08,1.19,0.9296782934663169,same_region_and_match
ai generated course,a,phrase match,0.48447741002688155,6.055967625336019,nearest_neighbor,ai generated courses,a,phrase match,0.5,6.25,0.9689548200537631,same_region_and_match
ai generated course,b,broad match,0.12005924481198119,2.4440631979581884,nearest_neighbor,generative ai course,b,broad match,0.14,2.85,0.8575660343712941,same_region_and_match
ai generated course,b,exact match,0.3532777515172004,0.4555423637984953,nearest_neighbor,course generator ai,b,exact match,0.38,0.49,0.9296782934663169,same_region_and_match
ai generated course,b,phrase match,0.184101415810215,2.432076598334945,nearest_neighbor,ai generated courses,b,phrase match,0.19,2.51,0.9689548200537631,same_region_and_match
ai generated course,c,phrase match,0.10658503020591394,1.3856053926768812,nearest_neighbor,ai generated courses,c,phrase match,0.11,1.43,0.9689548200537631,same_region_and_match
ai generated courses,usa,broad match,1.2774219874353607,8.1077191447428,nearest_neighbor,gen ai courses,usa,broad match,1.47,9.33,0.8689945492757556,same_region_and_match
ai generated courses,usa,exact match,2.48,20.25,exact,ai generated courses,usa,exact match,2.48,20.25,,
ai generated courses,usa,phrase match,0.58,15.47,exact,ai generated courses,usa,phrase match,0.58,15.47,,
ai generated courses,a,broad match,0.21151824348193463,3.663495977107108,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.8460729739277385,same_region_and_match
ai generated courses,a,phrase match,0.5,6.25,exact,ai generated courses,a,phrase match,0.5,6.25,,
ai generated courses,b,broad match,0.5048978015787978,2.289450376124549,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.8705134509979273,same_region_and_match
ai generated courses,b,phrase match,0.19,2.51,exact,ai generated courses,b,phrase match,0.19,2.51,,
ai generated courses,c,broad match,0.11108928051941264,2.285265199256488,nearest_neighbor,generative ai certificate course,c,broad match,0.14,2.88,0.7934948608529473,same_region_and_match
ai generated courses,c,phrase match,0.11,1.43,exact,ai generated courses,c,phrase match,0.11,1.43,,
ai generative course,usa,broad match,0.5046857633394811,4.4234222786813335,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.9895799281166295,same_region_and_match
ai generative course,usa,exact match,1.5932236842677736,34.655089082644366,nearest_neighbor,generative ai course,usa,exact match,1.61,35.02,0.9895799281166295,same_region_and_match
ai generative course,usa,phrase match,2.276033834668248,22.740546748120146,nearest_neighbor,generative ai course,usa,phrase match,2.3,22.98,0.9895799281166295,same_region_and_match
ai generative course,a,broad match,0.31666557699732145,2.889573390100558,nearest_neighbor,generative ai course,a,broad match,0.32,2.92,0.9895799281166295,same_region_and_match
ai generative course,a,exact match,0.7124975482439733,13.022871854014845,nearest_neighbor,generative ai course,a,exact match,0.72,13.16,0.9895799281166295,same_region_and_match
ai generative course,a,phrase match,0.4453109676524833,7.698931840747378,nearest_neighbor,generative ai course,a,phrase match,0.45,7.78,0.9895799281166295,same_region_and_match
ai generative course,b,broad match,0.13854118993632814,2.8203027951323945,nearest_neighbor,generative ai course,b,broad match,0.14,2.85,0.9895799281166295,same_region_and_match
ai generative course,b,exact match,0.16822858777982702,5.42289800607913,nearest_neighbor,generative ai course,b,exact match,0.17,5.48,0.9895799281166295,same_region_and_match
ai generative course,b,phrase match,0.09895799281166295,10.07392366822729,nearest_neighbor,generative ai course,b,phrase match,0.1,10.18,0.9895799281166295,same_region_and_match
ai generative course,c,broad match,0.10208962460083718,1.809770617923932,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9280874963712471,same_region_and_match
ai generative course,c,exact match,0.12864539065516184,3.245822164222545,nearest_neighbor,generative ai course,c,exact match,0.13,3.28,0.9895799281166295,same_region_and_match
ai generative course,c,phrase match,0.12864539065516184,2.0088472540767577,nearest_neighbor,generative ai course,c,phrase match,0.13,2.03,0.9895799281166295,same_region_and_match
ai generative course free,usa,broad match,0.4858645330412163,4.258459730773013,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.952675554982777,same_region_and_match
ai generative course free,usa,phrase match,2.191153776460387,21.892484253504215,nearest_neighbor,generative ai course,usa,phrase match,2.3,22.98,0.952675554982777,same_region_and_match
ai generative course free,a,broad match,0.30485617759448863,2.781812620549709,nearest_neighbor,generative ai course,a,broad match,0.32,2.92,0.952675554982777,same_region_and_match
ai generative course free,a,phrase match,0.42870399974224965,7.411815817766005,nearest_neighbor,generative ai course,a,phrase match,0.45,7.78,0.952675554982777,same_region_and_match
ai generative course free,b,broad match,0.1333745776975888,2.7151253317009147,nearest_neighbor,generative ai course,b,broad match,0.14,2.85,0.952675554982777,same_region_and_match
ai generative course free,b,phrase match,0.0952675554982777,9.698237149724669,nearest_neighbor,generative ai course,b,phrase match,0.1,10.18,0.952675554982777,same_region_and_match
ai generative course free,c,broad match,0.11871116745936604,2.1368010142685887,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.913162826610508,same_region_and_match
ai generative course free,c,phrase match,0.12384782214776102,1.9339313766150372,nearest_neighbor,generative ai course,c,phrase match,0.13,2.03,0.952675554982777,same_region_and_match
ai generative courses,usa,broad match,0.41642735200185027,3.9659747809700026,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9914936952425006,same_region_and_match
ai generative courses,usa,exact match,1.497155479816176,26.809989519357217,nearest_neighbor,generative ai courses,usa,exact match,1.51,27.04,0.9914936952425006,same_region_and_match
ai generative courses,usa,phrase match,1.8640081470559011,25.54087758944682,nearest_neighbor,generative ai courses,usa,phrase match,1.88,25.76,0.9914936952425006,same_region_and_match
ai generative courses,a,broad match,0.24787342381062516,4.293167700400028,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9914936952425006,same_region_and_match
ai generative courses,a,exact match,1.1501326864813006,4.501381376400953,nearest_neighbor,generative ai courses,a,exact match,1.16,4.54,0.9914936952425006,same_region_and_match
ai generative courses,a,phrase match,0.4858319106688253,11.322857999669358,nearest_neighbor,generative ai courses,a,phrase match,0.49,11.42,0.9914936952425006,same_region_and_match
ai generative courses,b,broad match,0.1288941803815251,0.6841306497173254,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9914936952425006,same_region_and_match
ai generative courses,b,exact match,0.4362572259067003,2.845586905345977,nearest_neighbor,generative ai courses,b,exact match,0.44,2.87,0.9914936952425006,same_region_and_match
ai generative courses,b,phrase match,0.21812861295335015,2.5183939859159516,nearest_neighbor,generative ai courses,b,phrase match,0.22,2.54,0.9914936952425006,same_region_and_match
