keyword,region,match,bid,predicted_clicks,predicted_epc,conv_value,cost,profit,is_new_keyword,hist_min_cpc,hist_avg_cpc,hist_max_cpc,lambda
generative ai top courses,USA,Broad match,0.7172220887904381,6.556298237965006,71.39581616605699,468.0922637275929,4.702321916966331,463.38994181062657,True,,,,4.0
generative ai course curriculum,A,Broad match,0.4199999837532172,5.75962464549,80.2659700762106,462.30185944510544,2.419042257530429,459.88281718757503,True,,,,4.0
top generative ai courses online,B,Broad match,0.13250820618947423,7.075784839530229,63.44238801647784,448.9046873105882,0.9375995564688274,447.96708775411935,True,,,,4.0
harvard generative ai course,A,Broad match,0.5464366476368493,6.7477757906199995,66.05597509855954,445.7309095958576,3.687231982031483,442.0436776138261,True,,,,4.0
generative ai course curriculum,USA,Broad match,0.7195794220194571,6.9112424474899985,64.32076578008856,444.53640671441025,4.973187845801191,439.56321886860906,True,,,,4.0
generative ai courses,C,Broad match,0.10272846384735979,9.200575870574985,47.46017528328355,436.6609435246379,0.9451610256952532,435.71578249894264,False,,,,4.0
generative ai course roadmap,C,Broad match,0.10313124452420142,8.076218686644975,53.75064757946436,434.1019844005386,0.8329104842033077,433.2690739163353,True,,,,4.0
generative ai courses with certification,C,Broad match,0.13137773446445128,9.16676351433497,45.23209161478891,414.6318870915037,1.20430862288472,413.427578468619,True,,,,4.0
top generative ai courses online,A,Broad match,0.22715692489624273,6.82596843373,60.5134260952622,413.062736343113,1.5505659988449292,411.51217034426804,True,,,,4.0
good generative ai courses,C,Broad match,0.10175129800624538,12.340650146330201,32.94744593564659,406.5929035069435,1.25567717063006,405.33722633631345,True,,,,4.0
best generative ai courses udemy,C,Broad match,0.1264937770620769,11.758123444570208,33.259115863145915,391.0647899761329,1.4873294456658435,389.577460530467,True,,,,4.0
generative ai learning course,A,Broad match,0.41999998375321995,7.00394079685,55.76316545553523,390.56190949551984,2.9416550208855146,387.62025447463435,True,,,,4.0
advanced generative ai course,C,Broad match,0.10407669784743784,11.515194549360068,32.95935138824389,379.5333434563492,1.1984634237682108,378.334880032581,True,,,,4.0
simplilearn generative ai course,C,Broad match,0.259999999661179,5.062657290234995,73.53524704656293,372.2837545495132,1.316290893745764,370.96746365576746,True,,,,4.0
free generative ai courses with certificates,C,Broad match,0.1344683237802354,12.678615167544981,29.23303983895737,370.63446229565164,1.704872129434442,368.9295901662172,True,,,,4.0
generative ai learning path course,C,Broad match,0.20999999161826,8.940384872700115,41.17186886526186,368.0923535837799,1.8774807483310425,366.2148728354489,True,,,,4.0
ai generative courses,B,Broad match,0.25999999966117937,4.839140694365229,73.74891309876473,356.8813665414373,1.2581765788953587,355.6231899625419,True,,,,4.0
free generative ai courses,C,Broad match,0.1010422221255296,12.151266698375206,29.181600701964456,354.59341281506323,1.2277909888437784,353.36562182621947,True,,,,4.0
ai generative courses,A,Broad match,0.41999998375321956,4.991621772090003,71.18947281657532,355.3509224548268,2.0964810631800184,353.25444139164676,True,,,,4.0
courses in generative ai,C,Broad match,0.10135947676941504,9.821510644545212,36.0099070050996,353.6716849596689,0.9955031800163429,352.67618177965255,False,,,,4.0
great learning generative ai course,C,Broad match,0.10372812487897708,11.947530215330083,29.601635855238104,353.66643880365564,1.2392949061711107,352.42714389748454,True,,,,4.0
generative ai certification courses,C,Broad match,0.13219785691915328,8.170192271334997,42.82501112400703,349.8885749051975,1.0800819088879159,348.8084929963096,True,,,,4.0
generative ai learning path course,A,Broad match,0.41999998375321945,6.23163425019,56.28794146090205,350.76586388044694,2.617286283835806,348.1485775966111,True,,,,4.0
generative ai courses and certifications,B,Broad match,0.12207303937127023,5.383926389775099,63.36474325338839,341.1511133832414,0.6572322581510365,340.49388112509035,True,,,,4.0
generative ai free courses,B,Broad match,0.12650624549794035,8.185783811575224,40.61338280363327,332.4523714872888,1.035552776460201,331.41681871082864,True,,,,4.0
generative ai courses and certifications,A,Broad match,0.291097247731472,5.437937303390001,60.85632946812877,330.9329041621296,1.5829685823531319,329.34993557977646,True,,,,4.0
generative ai courses online,C,Broad match,0.12732213110988022,9.013104149594986,36.49923999121,328.9714514218381,1.1475676282417382,327.82388379359634,False,,,,4.0
free generative ai courses with certificates,B,Broad match,0.1248634435102165,7.040424032745095,46.571523343389124,327.883272188346,0.8790915885006378,327.00418059984537,True,,,,4.0
generative ai courses coursera,C,Broad match,0.10100675480441809,11.898243561505,27.534136109904047,327.6078576912681,1.2018029700201818,326.4060547212479,True,,,,4.0
generative ai free courses,A,Broad match,0.3600562371864454,8.517352638389992,38.46982305868139,327.6610489272561,3.066725941768744,324.59432298548734,True,,,,4.0
good generative ai courses,A,Broad match,0.41999998375321956,6.60728312082,48.675599023537835,321.613463824024,2.775058803397322,318.8384050206267,True,,,,4.0
generative ai free courses,C,Broad match,0.09962101703115821,13.823974946374996,23.068569938793626,318.8993328825825,1.377158443571128,317.52217443901134,True,,,,4.0
generative ai course andrew ng,C,Broad match,0.10117329826312838,8.850300044945,35.96528301283195,318.3035458649262,0.8954140461653989,317.4081318187608,True,,,,4.0
mit ai program,C,Broad match,0.07711907443292265,15.110088885100069,21.07218487243808,318.40258642580045,1.1652760694181095,317.23731035638235,False,,,,4.0
ai generated courses,C,Broad match,0.11120368718182788,19.582746165634987,16.034636488049397,314.0022162037002,2.1776735787644124,311.82454262493576,False,,,,4.0
free generative ai courses with certificates,A,Broad match,0.29775128837052045,7.094434946359993,44.084956071486374,312.75785296229805,2.112377145539532,310.6454758167585,True,,,,4.0
free generative ai courses,B,Broad match,0.1265618415208869,6.5130755635750806,46.718691878489494,304.2823704359835,0.8243068372907505,303.4580635986928,True,,,,4.0
generative ai certification,C,Broad match,0.12206112576003206,6.5334583043349985,46.524626235571674,303.9667056348777,0.79748127573336,303.1692243591444,False,,,,4.0
generative ai course simplilearn,A,Broad match,0.5769240639389249,5.32209253036,57.26186487126364,304.7529433058359,3.070443251274287,301.6825000545616,True,,,,4.0
certification for artificial intelligence,C,Broad match,0.09332875901253174,14.581521043800201,20.750624137306787,302.5756625301273,1.3608752635329893,301.2147872665943,False,,,,4.0
generative ai courses andrew ng,B,Broad match,0.12712761870162423,6.535282442505228,45.92047743857712,300.1032899557905,0.8308148944582241,299.2724750613323,True,,,,4.0
generative ai courses,B,Broad match,0.2599999996611784,4.458908509365112,65.74224337514129,293.13864841016965,1.1593162109241548,291.9793321992455,False,0.13,0.3738461538461539,0.63,4.0
top courses for generative ai,B,Broad match,0.33000000358424525,6.3590088309652515,46.06601080770816,292.9341695335569,2.09847293701078,290.8356965965461,True,,,,4.0
generative ai courses,A,Broad match,0.4199999837532191,4.611389587090003,63.18280309295298,291.3605202660014,1.936783551657565,289.4237367143438,False,0.37,1.326,4.33,4.0
simplilearn generative ai course,B,Broad match,0.25999999966117865,3.1721213654349754,90.92804030427905,288.43477936633616,0.8247515539383111,287.61002781239785,True,,,,4.0
free generative ai courses,A,Broad match,0.360214472020985,6.501335733389994,44.57571249356073,289.8016724757052,2.34187521863424,287.45979725707093,True,,,,4.0
generative ai learning course,B,Broad match,0.1260889029094624,4.9852716995602275,57.565419971480814,286.9792590571224,0.6285874393031401,286.3506716178193,True,,,,4.0
generative ai courses andrew ng,A,Broad match,0.36182476092000837,6.589293356119996,43.78340413182228,288.5016939541333,2.3841694932099173,286.1175244609234,True,,,,4.0
artificial intelligence stanford online,C,Broad match,0.08346854787850107,14.334305198335198,20.006161456695597,286.774424167445,1.196463639752288,285.5779605276927,False,,,,4.0
generative ai courses coursera,B,Broad match,0.12604972987852636,6.2600524267052275,45.06853215282916,282.1313740713607,0.7890779174116074,281.3422961539491,True,,,,4.0
generative ai courses google,B,Broad match,0.12410756825228675,9.022453258504973,30.64268419916251,276.4721859020726,1.119754733582973,275.35243116848966,True,,,,4.0
generative ai learning path course,B,Broad match,0.20999999161825966,4.717516220900217,58.56466212298127,276.2797435367047,0.9906783668480496,275.28906516985666,True,,,,4.0
mit generative ai,C,Broad match,0.299999990904809,4.837223414265338,56.24389136871384,272.06426823813877,1.4511669802841307,270.6131012578546,False,,,,4.0
ai generative course,C,Broad match,0.10246980275182764,7.546239530444998,35.79099334300896,270.087408798908,0.7732616762027433,269.3141471227052,True,,,,4.0
generative ai courses coursera,A,Broad match,0.35875692350042065,6.314063340319996,42.92020689766166,271.0009049314749,2.265213938759991,268.7356909927149,True,,,,4.0
generative ai course roadmap,A,Broad match,0.5807584672348269,3.8189792091599997,70.37998931087286,268.77971591912643,2.217904511913433,266.561811407213,True,,,,4.0
simplilearn applied generative ai course,B,Broad match,0.41999998375322,3.426754421935243,78.10080411910579,267.632275871844,1.4392368015390768,266.1930390703049,True,,,,4.0
top courses on generative ai,B,Broad match,0.1237209981715873,5.907267674544974,45.151033150129955,266.7192386000712,0.7308530531614554,265.98838554690974,True,,,,4.0
top courses on generative ai,A,Broad match,0.35212899479605597,6.238836501360006,42.97839855203574,268.1352016564386,2.1968752259208415,265.93832643051775,True,,,,4.0
generative ai course simplilearn,B,Broad match,0.20999999161825955,4.5000808338452245,58.65127534934954,263.9354800801867,0.9450169373889876,262.99046314279775,True,,,,4.0
courses generative ai,C,Broad match,0.09920238556610564,10.861437870374997,23.95741606928743,260.211986171289,1.0774805474192417,259.1345056238698,True,,,,4.0
generative ai advanced course,C,Broad match,0.103994605220122,12.205380110360096,21.179019359245743,258.49798164426943,1.2692936861384272,257.228687958131,True,,,,4.0
generative ai course andrew ng,A,Broad match,0.5813675234691306,4.938205998659999,52.6091395813104,259.79476866476824,2.8709125918213685,256.9238560729469,True,,,,4.0
generative ai free course,B,Broad match,0.2099999916182595,8.725152147575214,29.331781870503693,255.92425957963303,1.8322818778588337,254.0919777017742,True,,,,4.0
ai generated courses,A,Broad match,0.3128112297875053,8.113921663660006,31.103254888467017,252.36937364987153,2.5381258140089678,249.83124783586257,False,,,,4.0
generative ai coursera course,C,Broad match,0.0996495874407397,11.297532481034997,22.19294135916492,250.72547585487064,1.1257944508334938,249.59968140403714,True,,,,4.0
top courses on generative ai,C,Broad match,0.09951479289015767,9.058287993344996,27.621368531202684,250.20231092595057,0.9014336535971292,249.30087727235343,True,,,,4.0
generative ai course simplilearn,C,Broad match,0.09815601033960442,6.104553429645001,40.626072435385225,248.0040298184371,0.5991986095589023,247.4048312088782,True,,,,4.0
top courses for generative ai,A,Broad match,0.3531621081453097,5.7940538841900056,42.73283558362713,247.59635199576763,2.0462402844480625,245.55011171131957,True,,,,4.0
top generative ai courses,C,Phrase match,0.4599401491290055,3.1567418312299997,78.12830827407318,246.6308989319997,1.451912308617696,245.178986623382,True,,,,4.0
generative ai course roadmap,B,Broad match,0.25999999966118464,3.4160927974352178,72.03043819169312,246.0626611027455,0.888184126175732,245.17447697656976,True,,,,4.0
best generative ai courses udemy,B,Broad match,0.12298038997026217,4.770742975570227,50.632043054780375,241.55246374236276,0.5867078315835154,240.96575591077925,True,,,,4.0
certification courses on generative ai,C,Broad match,0.1302332172160241,6.312013884504998,38.11600142556442,240.5887302199749,0.8220338752912995,239.7666963446836,True,,,,4.0
simplilearn generative ai course,USA,Broad match,0.6845669846453232,3.291813780435001,72.22542169794414,237.75263844302165,2.2534670336863107,235.49917140933533,True,,,,4.0
simplilearn applied generative ai course,A,Broad match,0.5655502109590982,3.1122048091600005,75.45965925451026,234.84591442946177,1.7601080863683582,233.08580634309342,True,,,,4.0
learn how to program ai,C,Broad match,0.12246234690030067,15.650907426034992,14.890479532745857,233.0495166962742,1.9166468545115891,231.1328698417626,False,,,,4.0
simplilearn generative ai course,A,Broad match,0.5704724872044362,2.6071664186600008,89.21943046548296,232.60990300157818,1.487316711408853,231.12258629016932,True,,,,4.0
good generative ai courses,B,Broad match,0.12683807153492843,4.588614023530227,50.48208963218576,231.64282442335747,0.5820109537627027,231.06081346959476,True,,,,4.0
courses in generative ai,A,Broad match,0.36171750843388173,4.514888336559994,51.41072367104057,232.1136766764899,1.633114159957674,230.48056251653222,False,,,,4.0
generative ai fundamentals by databricks free course,B,Broad match,0.20999999161826022,7.132955979940217,32.24301555798581,229.9880106356403,1.4979206960008646,228.49008993963943,True,,,,4.0
generative ai courses with certification,A,Broad match,0.2909078405998558,3.8205889873499963,60.062787716398155,229.47522529881144,1.1114392921295773,228.36378600668186,True,,,,4.0
generative ai prompt engineering course,B,Broad match,0.41999998375319286,3.000406645780093,76.43374185704708,229.33230702972412,1.2601707424806108,228.0721362872435,True,,,,4.0
generative ai and prompt engineering course,B,Broad match,0.41999998375320474,3.000406645780228,76.20719052465668,228.65256090641992,1.2601707424807032,227.3923901639392,True,,,,4.0
generative ai coursera course,B,Broad match,0.18859557704039465,5.659341346235224,40.08867006378197,226.87546800754356,1.067326746861796,225.80814126068177,True,,,,4.0
courses in generative ai,B,Broad match,0.1270899353956877,4.183319509745227,53.548190349176146,224.00918939925967,0.5316578062330408,223.47753159302664,False,,,,4.0
generative ai course andrew ng,B,Broad match,0.2099999916182585,4.1161943021452165,53.97342499963082,222.16510445074258,0.8644007689496188,221.30070368179295,True,,,,4.0
best generative ai courses udemy,A,Broad match,0.35002110991536145,4.595789143159994,48.4516773390602,222.67369268274396,1.608623216825829,221.06506946591813,True,,,,4.0
generative ai courses google,C,Broad match,0.09842304343910563,16.95775267730498,13.104660582845922,222.2255930839285,1.6690336283879978,220.55655945554048,True,,,,4.0
generative ai courses with certification,B,Broad match,0.1219936105741326,3.528572379535092,62.57182336221665,220.78920765306626,0.4304632847516444,220.3587443683146,True,,,,4.0
generative ai training courses,C,Broad match,0.09918235055725794,8.634088556664997,25.442495741338508,219.67276133328872,0.8563491979695569,218.81641213531915,True,,,,4.0
mit generative ai,B,Broad match,0.45999999999999464,2.9466874894650004,74.54138731668324,219.65017345343557,1.3554762451538844,218.2946972082817,False,0.46,1.4891803278688525,4.96,4.0
generative ai course online,C,Broad match,0.12877715474429574,9.157430657290224,23.842058779490394,218.33200000022086,1.179267864814021,217.15273213540684,False,,,,4.0
courses generative ai,A,Broad match,0.3608590389089486,5.5548155623899955,39.36557565059823,218.66851224638373,2.0045054051605247,216.6640068412232,True,,,,4.0
generative ai courses by amazon,B,Broad match,0.12482834513802737,7.354559344800222,29.5234742220883,217.13214323102798,0.9180574722308266,216.21408575879715,True,,,,4.0
courses generative ai,B,Broad match,0.1267883109680089,5.223246735575129,41.50619094891137,216.79707638005928,0.6622466313727369,216.13482974868654,True,,,,4.0
generative ai course curriculum,C,Phrase match,0.2599999996608949,3.671944592150453,58.474698762173375,214.7158538973893,0.9547055927139425,213.76114830467537,True,,,,4.0
certification for artificial intelligence,B,Broad match,0.14589571952218439,5.574373292000018,38.440651569325794,214.2825414351283,0.8132772023215903,213.46926423280672,False,,,,4.0
mit generative ai course,B,Broad match,0.65,3.2030858974650007,66.36601660035163,212.57605184351442,2.0820058333522504,210.49404601016218,False,0.65,0.65,0.65,4.0
artificial intelligence stanford online,B,Broad match,0.08988920540768797,5.53844561753521,37.4352596257243,207.33314961538554,0.4978464757539317,206.8353031396316,False,,,,4.0
generative ai certification courses,A,Broad match,0.29272382603526753,3.5886733981499974,57.66133822478076,206.92771058900033,1.0504902074974523,205.87722038150287,True,,,,4.0
simplilearn applied generative ai course,USA,Broad match,0.6786602531509172,3.546446836935001,58.46008399158621,207.3255799589154,2.4068325081405773,204.91874745077482,True,,,,4.0
course in generative ai,C,Broad match,0.0989903690149877,8.061716750344987,25.2897387372351,203.8787103898167,0.7980323160109577,203.08067807380573,False,,,,4.0
advanced generative ai course,B,Broad match,0.20999999161826022,3.977751941560102,50.951076417132356,202.67074314282536,0.8353278743871397,201.83541526843823,True,,,,4.0
generative ai courses and certifications,B,Phrase match,0.2599999996611788,3.5401523754050004,57.186717945751,202.44969537726615,0.9204396164058215,201.52925576086034,True,,,,4.0
great learning generative ai course,B,Broad match,0.19104196106202287,4.195494092530216,47.48813572545989,199.2361929014401,0.8015154190611046,198.434677482379,True,,,,4.0
great learning generative ai course fee,B,Broad match,0.1209334155758856,6.43287842410022,30.92235902363754,198.91977618543868,0.77794995981086,198.14182622562782,True,,,,4.0
generative ai certification courses,B,Broad match,0.1227551528534967,3.296656790335228,60.1644116361882,198.34141615696362,0.4046816082031187,197.9367345487605,True,,,,4.0
generative ai engineering course,B,Broad match,0.4199999837532203,2.6822409075553537,73.49927333971917,197.14275762738734,1.1265411375954715,196.01621648979187,True,,,,4.0
generative ai courses free,C,Broad match,0.11949995046386364,9.963798521775221,19.757643445370146,196.86117855474095,1.1906734297840567,195.6705051249569,True,,,,4.0
course generative ai,B,Broad match,0.19278236130103577,5.2634598587052235,36.094720171341066,189.98311073305143,1.0147022201744091,188.96840851287703,False,,,,4.0
generative ai courses by amazon,C,Broad match,0.103145885848902,15.77709309760022,12.008079851024137,189.4525937330252,1.627342243672572,187.82525148935264,True,,,,4.0
simplilearn applied generative ai course,C,Broad match,0.09976685878245334,3.1695622736450004,58.89728740389172,186.67862017540207,0.3162172717569325,186.36240290364515,True,,,,4.0
generative ai course curriculum,B,Phrase match,0.40999998555480577,2.4396184639500005,76.71565066402661,187.15691783389744,1.0002435349787375,186.1566742989187,True,,,,4.0
certification for artificial intelligence,A,Broad match,0.20999999161825905,5.285004667200227,35.33897938904523,186.76667100519666,1.1098509358145077,185.65682006938215,False,,,,4.0
berkeley generative ai course,A,Broad match,0.4377022371060912,4.278016740660002,43.77631485666585,187.27580780121966,1.8724974977641915,185.40331030345547,True,,,,4.0
generative ai mit course,C,Broad match,0.09746436059288069,4.680245454944978,39.49607437191541,184.85132256732592,0.45615713068394825,184.39516543664197,True,,,,4.0
generative ai prompt engineering course,C,Broad match,0.0969267184657181,3.217912598290001,57.21416587658351,184.11018517491195,0.31190170846174237,183.79828346645021,True,,,,4.0
generative ai and prompt engineering course,C,Broad match,0.09560407387193326,3.217912598290001,56.98013579385713,183.3570968233279,0.30764555376034197,183.04945126956756,True,,,,4.0
top generative ai courses,B,Phrase match,0.409999985554804,1.9244157030299998,95.23872029573558,183.2788888735955,0.7890104104437379,182.48987846315174,True,,,,4.0
generative ai certification,A,Broad match,0.4199999837531975,2.9469333688500003,62.137939606193754,183.11636769707843,1.2377119670387557,181.87865573003967,False,,,,4.0
generative ai courses online,B,Broad match,0.13711614119525084,3.3749130147952267,53.947412416236446,182.06782427808199,0.462755049458352,181.60506922862362,False,,,,4.0
mastering generative ai course,B,Broad match,0.41999998375322045,2.9481824952354145,61.675174470442045,181.82966976434736,1.238236600100403,180.59143316424695,True,,,,4.0
learn how to program ai,B,Broad match,0.1381004039012097,5.599936216235221,32.37169648693258,181.27943553814822,0.773353453283096,180.5060820848651,False,,,,4.0
certification courses on generative ai,A,Broad match,0.28837355240691553,3.424693183319997,52.93883921816687,181.2992818033294,0.9875909391777355,180.31169086415167,True,,,,4.0
generative ai mastermind course,C,Broad match,0.1008674099478254,8.289230598375223,21.72568077126296,180.08917781968515,0.8361132209183717,179.25306459876677,True,,,,4.0
simplilearn generative ai course,B,Phrase match,0.2599999996611631,2.1403824788352304,83.97012196577225,179.72817780119624,0.5564994437719193,179.17167835742433,True,,,,4.0
artificial intelligence stanford online,A,Broad match,0.15409578069889607,5.223896004760218,34.334165907760024,179.35811211232206,0.8049803331433698,178.5531317791787,False,,,,4.0
generative ai prompt engineering course,USA,Broad match,0.5727487909337868,3.1200990607800008,56.19415685859171,175.33133603581604,1.7870329646553893,173.54430307116064,True,,,,4.0
generative ai advanced course,B,Broad match,0.19604130848977652,4.453343987560222,39.09228071285447,174.0913732726069,0.873039382476385,173.2183338901305,True,,,,4.0
ai generative course,A,Broad match,0.5938776562031751,3.32855227196,52.49825615563846,174.74318980078846,1.9767528218213584,172.7664369789671,True,,,,4.0
generative ai and prompt engineering course,USA,Broad match,0.5649331637886699,3.1200990607800008,55.92341291056216,174.48658809785718,1.7626474337405031,172.72394066411667,True,,,,4.0
generative ai course for beginners,C,Broad match,0.10399586085539297,9.791795992300223,17.597848485860894,172.31454227695926,1.0183062535396485,171.29623602341962,True,,,,4.0
certification courses on generative ai,B,Broad match,0.12093084455773906,3.0931243565052204,55.45619542646078,171.53290879269926,0.37405414075428944,171.15885465194498,True,,,,4.0
ai generative course,B,Broad match,0.25999999966117926,3.1760711942352318,54.07452400596573,171.74453803732928,0.8257785094250415,170.91875952790423,True,,,,4.0
mit generative ai course,C,Broad match,0.09676330665374537,3.7105494029749715,45.84500649035384,170.11016146216613,0.359045029733939,169.75111643243218,False,,,,4.0
free generative ai certification course,B,Broad match,0.12354442268321564,5.720171455935221,29.779626640045816,170.34457027479817,0.7066952801725259,169.63787499462563,True,,,,4.0
ibm generative ai course,C,Broad match,0.10091515308449199,8.085523194400318,20.833065081627307,168.44623092794896,0.8159518109311188,167.63027911701784,True,,,,4.0
course generative ai,C,Broad match,0.09772753554212682,9.247005040504995,18.16444971551418,167.96675807735915,0.9036870137541777,167.06307106360498,False,,,,4.0
generative ai courses online,A,Broad match,0.259999999661164,3.276614290819989,51.17810302906686,167.69090376209823,0.8519197145029622,166.83898404759526,False,,,,4.0
introduction to generative ai course by simplilearn,A,Broad match,0.5778292437325432,3.0633585396600007,54.75771818125573,167.74252360284544,1.7700981482533662,165.97242545459207,True,,,,4.0
top generative ai courses,C,Exact match,0.35229458231157756,2.5143516116300004,65.97125121307111,165.87492180883297,0.8857924508036329,164.98912935802934,True,,,,4.0
ai and generative ai course,C,Broad match,0.10329640132791029,5.532559524374995,29.80021306962909,164.87145264678063,0.571493489000392,164.29995915778022,True,,,,4.0
generative ai fundamentals by databricks free course,C,Broad match,0.16963344183580395,11.253859223740253,14.621974024587882,164.55363724589873,1.9090308740586681,162.64460637184007,True,,,,4.0
generative ai courses free,B,Broad match,0.1262520586899102,4.325607386975223,37.188615766400716,160.8633510705262,0.546116837689905,160.31723423283628,True,,,,4.0
generative ai prompt engineering course,A,Broad match,0.41999998375321623,2.2092915521900007,72.96959902598438,161.21111869479898,0.9279024160259182,160.28321627877307,True,,,,4.0
harvard generative ai course,B,Phrase match,0.2599999996611644,2.6359104096352315,60.9425746456177,160.63916689835582,0.6853367056120199,159.9538301927438,True,,,,4.0
generative ai and prompt engineering course,A,Broad match,0.4199999837531989,2.2092915521900007,72.74304769359377,160.71060075001103,0.9279024160258799,159.78269833398514,True,,,,4.0
purdue generative ai course,C,Broad match,0.10271383205661255,3.6983855234449976,43.21881280759132,159.839831628075,0.3798753495357366,159.45995627853927,True,,,,4.0
course in generative ai,B,Broad match,0.20999999161825955,3.692732337345225,43.31022386060076,159.93306418770118,0.7754737598909732,159.1575904278102,False,,,,4.0
courses for generative ai,B,Broad match,0.33000000358424453,4.866976255365139,32.78086372359109,159.5436853730783,1.6061021817149288,157.93758319136336,True,,,,4.0
free generative ai course,B,Broad match,0.19545260505989648,6.626379491505093,23.961281740501107,158.776545915432,1.2951431337301424,157.48140278170186,True,,,,4.0
generative ai courses microsoft,C,Broad match,0.10178066558026111,9.959823648504981,15.692211830403101,156.29166248579844,1.0137174800068616,155.27794500579157,True,,,,4.0
free generative ai certification course,A,Broad match,0.29460593101382054,5.734630150549998,27.28273254640685,156.45638065001646,1.6894560545227082,154.76692459549375,True,,,,4.0
generative ai beginner course,C,Broad match,0.1025937904717097,6.634127546300153,23.391627079804778,155.18303756291348,0.6806202914477155,154.50241727146576,True,,,,4.0
mastering generative ai course,A,Broad match,0.5821877562279828,2.633632882460001,59.12810480027371,155.72172107954188,1.5332688185676229,154.18845226097426,True,,,,4.0
purdue generative ai course,A,Broad match,0.566468944636592,2.5988144919600003,59.769716197489444,155.33040463437192,1.4721477025668623,153.85825693180504,True,,,,4.0
generative ai courses free,A,Broad match,0.35933278242512073,4.3796183005899945,35.042402596725964,153.47234770926337,1.5737404299109814,151.8986072793524,True,,,,4.0
generative ai course,B,Broad match,0.20999999161825955,3.7335629573452236,40.65731088632813,151.79662987046342,0.7840481897487412,151.01258168071467,False,0.2,0.5476470588235295,2.85,4.0
berkeley generative ai course,C,Broad match,0.10466792626450605,5.338035553144993,27.96455805602804,149.27580513106489,0.5587211116738918,148.717084019391,True,,,,4.0
university of texas generative ai courses 2025 online,C,Broad match,0.12087218426862723,4.503609537145,32.96592676624961,148.46566218530535,0.5443611218477373,147.9213010634576,True,,,,4.0
introduction to generative ai course by simplilearn,B,Broad match,0.2599999996611078,2.6333195487352246,56.42473003852421,148.58434464255345,0.684663081778747,147.8996815607747,True,,,,4.0
introduction to generative ai course by simplilearn,C,Broad match,0.16910996830077557,3.8458194389449885,38.51800896071912,148.13330761059086,0.6503664034104935,147.48294120718037,True,,,,4.0
generative ai courses and certifications,A,Phrase match,0.44952937543463567,2.6976395154300032,54.79424840466803,147.8151297147199,1.2126682065190426,146.60246150820083,True,,,,4.0
ai generated course,B,Broad match,0.1714839766830124,8.733523857795,16.920957351349607,147.77958472474347,1.4976594015906501,146.28192532315282,True,,,,4.0
berkeley generative ai course,B,Broad match,0.09515266024045532,3.229011889345222,45.3035482744902,146.28569600785409,0.30724907121925665,145.97844693663484,True,,,,4.0
generative ai course mit,C,Broad match,0.09575995992127506,4.680245454944976,31.147435848786426,145.7776450644729,0.4481801171872607,145.32946494728563,False,,,,4.0
generative ai and machine learning course,B,Broad match,0.2099999916182601,4.361343755560224,33.00746067686071,143.9568825099261,0.9158821521119981,143.04100035781408,True,,,,4.0
