Day,Keyword,Match type,Region,Avg. CPC,Cost,Conv. value,Clicks,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,EPC,llm_relevance_score
2025-11-09,mit professional development,Broad match,A,3.06,3.06,0.0,1,Sunday,1,Nov,0,92,Medium,62.0,1.88,6.47,3.044522437723423,3.3041656155645724,3.4156738870613856,0.0,-0.0510682593673578,0.0,4.0
2025-11-09,generative ai course,Broad match,A,0.97,5.82,0.0,6,Sunday,1,Nov,0,92,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-09,online ai and ml courses,Phrase match,A,1.12,8.96,0.0,8,Sunday,1,Nov,0,92,Medium,51.0,4.64,14.89,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,0.0,4.0
2025-11-09,mit xpro ai,Broad match,A,0.71,0.71,0.0,1,Sunday,1,Nov,0,92,High,80.0,5.35,22.88,4.2626798770413155,4.428132963358339,4.290264046146995,0.2481796294755343,0.0709040145658335,0.0,5.0
2025-11-09,generative ai certificate course,Broad match,A,1.07,2.14,0.0,2,Sunday,1,Nov,0,92,High,88.0,5.96,15.94,3.9318256327243257,4.042110380829989,4.152395128935653,0.0,-0.0756238272724548,0.0,5.0
2025-11-09,generative ai online course,Broad match,A,1.54,1.54,0.0,1,Sunday,1,Nov,0,92,High,67.0,5.0,13.97,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,0.0,4.0
2025-11-09,generative ai online program,Broad match,A,0.89,14.24,400.0,16,Sunday,1,Nov,0,92,Missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0
2025-11-09,generative ai foundations course,Broad match,A,0.63,3.7800000000000002,0.0,6,Sunday,1,Nov,0,92,Medium,33.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,4.0
2025-11-09,online course generative ai,Broad match,A,1.29,5.16,0.0,4,Sunday,1,Nov,0,92,High,100.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,4.0
2025-11-09,mit professional development,Broad match,B,0.1,0.1,0.0,1,Sunday,1,Nov,0,92,Medium,62.0,1.88,6.47,3.044522437723423,3.3041656155645724,3.4156738870613856,0.0,-0.0510682593673578,0.0,4.0
2025-11-09,generative ai course,Broad match,B,0.31,2.48,0.0,8,Sunday,1,Nov,0,92,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-09,generative ai courses,Broad match,B,0.32,0.64,0.0,2,Sunday,1,Nov,0,92,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-09,generative ai online course,Broad match,B,0.27,0.27,0.0,1,Sunday,1,Nov,0,92,High,67.0,5.0,13.97,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,0.0,4.0
2025-11-09,online ai and ml courses,Phrase match,B,0.37,1.48,0.0,4,Sunday,1,Nov,0,92,Medium,51.0,4.64,14.89,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,0.0,4.0
2025-11-09,mit artificial intelligence course,Phrase match,B,0.45,0.45,0.0,1,Sunday,1,Nov,0,92,High,80.0,6.34,22.72,4.51085950651685,4.723049866069117,4.835904878223643,0.19867069479548416,-0.07170998848323218,0.0,3.0
2025-11-09,generative ai certificate course,Broad match,B,0.19,0.19,200.0,1,Sunday,1,Nov,0,92,High,88.0,5.96,15.94,3.9318256327243257,4.042110380829989,4.152395128935653,0.0,-0.0756238272724548,200.0,5.0
2025-11-09,generative ai online course,Broad match,B,0.37,0.37,0.0,1,Sunday,1,Nov,0,92,High,67.0,5.0,13.97,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,0.0,4.0
2025-11-09,generative ai online program,Broad match,B,0.33,3.3000000000000003,0.0,10,Sunday,1,Nov,0,92,Missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2025-11-09,generative ai certification online,Broad match,B,0.36,0.36,0.0,1,Sunday,1,Nov,0,92,High,97.0,5.27,12.02,2.3978952727983707,1.598596848532247,1.998246060665309,-2.3978952727983707,-0.34255646754262425,0.0,4.0
2025-11-09,online course generative ai,Broad match,B,0.57,26.22,600.0,46,Sunday,1,Nov,0,92,High,100.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,13.043478260869565,4.0
2025-11-09,mit ai course,Phrase match,USA,1.29,5.16,0.0,4,Sunday,1,Nov,0,92,High,83.0,6.68,24.85,7.783640596221253,7.918749352030461,7.882723338775882,0.0,0.006175887986499087,0.0,5.0
2025-11-09,stanford ai professional program,Phrase match,USA,0.23,0.23,0.0,1,Sunday,1,Nov,0,92,Medium,56.0,3.13,9.16,6.175867270105761,6.514364763991999,6.4469027861288,0.19882311987885082,0.04605605260843592,0.0,5.0
2025-11-10,mit professional development,Broad match,USA,1.53,90.27,800.0,59,Monday,0,Nov,0,91,Medium,62.0,1.88,6.47,3.044522437723423,3.3041656155645724,3.4156738870613856,0.0,-0.0510682593673578,13.559322033898304,4.0
2025-11-10,generative ai course,Broad match,USA,1.47,13.23,0.0,9,Monday,0,Nov,0,91,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-10,generative ai courses,Broad match,USA,2.96,5.92,0.0,2,Monday,0,Nov,0,91,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-10,generative ai course mit,Broad match,USA,0.91,0.91,0.0,1,Monday,0,Nov,0,91,High,94.0,6.24,20.12,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,5.0
2025-11-10,generative ai online course,Broad match,USA,1.31,3.93,0.0,3,Monday,0,Nov,0,91,High,67.0,5.0,13.97,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,0.0,4.0
2025-11-10,online ai and ml courses,Phrase match,USA,1.86,63.24,400.0,34,Monday,0,Nov,0,91,Medium,51.0,4.64,14.89,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,11.764705882352942,4.0
2025-11-10,mit xpro ai,Broad match,USA,1.42,149.1,800.0,105,Monday,0,Nov,0,91,High,80.0,5.35,22.88,4.2626798770413155,4.428132963358339,4.290264046146995,0.2481796294755343,0.0709040145658335,7.619047619047619,5.0
2025-11-10,mit artificial intelligence course,Phrase match,USA,1.51,9.06,200.0,6,Monday,0,Nov,0,91,High,80.0,6.34,22.72,4.51085950651685,4.723049866069117,4.835904878223643,0.19867069479548416,-0.07170998848323218,33.333333333333336,3.0
2025-11-10,generative ai certificate course,Broad match,USA,1.22,28.06,600.0,23,Monday,0,Nov,0,91,High,88.0,5.96,15.94,3.9318256327243257,4.042110380829989,4.152395128935653,0.0,-0.0756238272724548,26.08695652173913,5.0
2025-11-10,generative ai fundamentals course,Broad match,USA,2.81,2.81,0.0,1,Monday,0,Nov,0,91,Medium,35.0,3.81,14.11,3.044522437723423,3.599933347231539,3.452049481398056,0.0,0.06986177891565143,0.0,4.0
2025-11-10,generative ai online course,Broad match,USA,1.23,7.38,400.0,6,Monday,0,Nov,0,91,High,67.0,5.0,13.97,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,66.66666666666667,4.0
2025-11-10,generative ai online program,Broad match,USA,1.9,22.799999999999997,0.0,12,Monday,0,Nov,0,91,Missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2025-11-10,generative ai foundations course,Broad match,USA,1.58,9.48,0.0,6,Monday,0,Nov,0,91,Medium,33.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,4.0
2025-11-10,mit generative ai certificate,Broad match,USA,1.65,11.549999999999999,200.0,7,Monday,0,Nov,0,91,High,71.0,6.18,13.07,2.3978952727983707,3.3041656155645724,3.1743440266439973,0.38946476676172326,0.06676538858772396,28.571428571428573,5.0
2025-11-10,generative ai certification online,Broad match,USA,1.6,1.6,0.0,1,Monday,0,Nov,0,91,High,97.0,5.27,12.02,2.3978952727983707,1.598596848532247,1.998246060665309,-2.3978952727983707,-0.34255646754262425,0.0,4.0
2025-11-10,online course generative ai,Broad match,USA,1.9,9.5,0.0,5,Monday,0,Nov,0,91,High,100.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,4.0
2025-11-10,professional certificate in ai,Phrase match,USA,1.29,2.58,0.0,2,Monday,0,Nov,0,91,High,89.0,5.51,20.09,3.4339872044851463,3.673591460489682,3.646984286560468,-0.6690496289808849,-0.05592530708314075,0.0,5.0
2025-11-10,prompt engineering course,Phrase match,USA,1.2,1.2,0.0,1,Monday,0,Nov,0,91,High,86.0,3.86,11.09,7.783640596221253,8.116914837139719,8.253250951975405,-0.2161560795274715,-0.08246749217420794,0.0,4.0
2025-11-10,generative ai certification online,Phrase match,USA,1.11,1.11,0.0,1,Monday,0,Nov,0,91,High,97.0,5.27,12.02,2.3978952727983707,1.598596848532247,1.998246060665309,-2.3978952727983707,-0.34255646754262425,0.0,4.0
2025-11-10,professional ai certificate,Phrase match,USA,2.46,2.46,0.0,1,Monday,0,Nov,0,91,High,93.0,5.68,15.38,3.4339872044851463,3.5271821585581997,2.670660697699399,0.2795848622191617,0.6304457398669595,0.0,5.0
2025-11-10,mit professional development,Broad match,A,1.1,2.2,0.0,2,Monday,0,Nov,0,91,Medium,62.0,1.88,6.47,3.044522437723423,3.3041656155645724,3.4156738870613856,0.0,-0.0510682593673578,0.0,4.0
2025-11-10,generative ai course,Broad match,A,1.18,10.62,0.0,9,Monday,0,Nov,0,91,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-10,generative ai courses,Broad match,A,0.46,0.46,0.0,1,Monday,0,Nov,0,91,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-10,online ai and ml courses,Phrase match,A,1.01,2.02,0.0,2,Monday,0,Nov,0,91,Medium,51.0,4.64,14.89,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,0.0,4.0
2025-11-10,mit xpro ai,Broad match,A,0.86,1.72,0.0,2,Monday,0,Nov,0,91,High,80.0,5.35,22.88,4.2626798770413155,4.428132963358339,4.290264046146995,0.2481796294755343,0.0709040145658335,0.0,5.0
2025-11-10,generative ai certificate course,Broad match,A,0.93,0.93,0.0,1,Monday,0,Nov,0,91,High,88.0,5.96,15.94,3.9318256327243257,4.042110380829989,4.152395128935653,0.0,-0.0756238272724548,0.0,5.0
2025-11-10,generative ai fundamentals course,Broad match,A,0.83,1.66,0.0,2,Monday,0,Nov,0,91,Medium,35.0,3.81,14.11,3.044522437723423,3.599933347231539,3.452049481398056,0.0,0.06986177891565143,0.0,4.0
2025-11-10,generative ai online program,Broad match,A,0.74,10.36,0.0,14,Monday,0,Nov,0,91,Missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2025-11-10,generative ai certificate program,Broad match,A,0.86,0.86,0.0,1,Monday,0,Nov,0,91,Missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2025-11-10,generative ai foundations course,Broad match,A,0.31,0.31,0.0,1,Monday,0,Nov,0,91,Medium,33.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,4.0
2025-11-10,generative ai certification online,Broad match,A,0.43,0.43,0.0,1,Monday,0,Nov,0,91,High,97.0,5.27,12.02,2.3978952727983707,1.598596848532247,1.998246060665309,-2.3978952727983707,-0.34255646754262425,0.0,4.0
2025-11-10,online course generative ai,Broad match,A,1.08,5.4,0.0,5,Monday,0,Nov,0,91,High,100.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,4.0
2025-11-10,mit professional development,Broad match,B,0.45,0.9,400.0,2,Monday,0,Nov,0,91,Medium,62.0,1.88,6.47,3.044522437723423,3.3041656155645724,3.4156738870613856,0.0,-0.0510682593673578,200.0,4.0
2025-11-10,generative ai course,Broad match,B,0.28,0.56,0.0,2,Monday,0,Nov,0,91,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-10,generative ai courses,Broad match,B,0.45,0.45,0.0,1,Monday,0,Nov,0,91,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-10,generative ai online course,Broad match,B,0.45,0.45,0.0,1,Monday,0,Nov,0,91,High,67.0,5.0,13.97,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,0.0,4.0
2025-11-10,online ai and ml courses,Phrase match,B,0.35,2.4499999999999997,0.0,7,Monday,0,Nov,0,91,Medium,51.0,4.64,14.89,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,0.0,4.0
2025-11-10,generative ai online program,Broad match,B,0.27,0.81,0.0,3,Monday,0,Nov,0,91,Missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2025-11-10,generative ai certification online,Broad match,B,0.39,1.17,0.0,3,Monday,0,Nov,0,91,High,97.0,5.27,12.02,2.3978952727983707,1.598596848532247,1.998246060665309,-2.3978952727983707,-0.34255646754262425,0.0,4.0
2025-11-10,online course generative ai,Broad match,B,0.36,21.24,1200.0,59,Monday,0,Nov,0,91,High,100.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,20.338983050847457,4.0
2025-11-10,mit ai course,Phrase match,USA,1.58,15.8,600.0,10,Monday,0,Nov,0,91,High,83.0,6.68,24.85,7.783640596221253,7.918749352030461,7.882723338775882,0.0,0.006175887986499087,60.0,5.0
2025-11-10,stanford ai professional program,Phrase match,USA,2.11,2.11,0.0,1,Monday,0,Nov,0,91,Medium,56.0,3.13,9.16,6.175867270105761,6.514364763991999,6.4469027861288,0.19882311987885082,0.04605605260843592,0.0,5.0
2025-11-11,mit professional development,Broad match,USA,1.09,44.690000000000005,200.0,41,Tuesday,0,Nov,1,90,Medium,62.0,1.88,6.47,3.044522437723423,3.3041656155645724,3.4156738870613856,0.0,-0.0510682593673578,4.878048780487805,4.0
2025-11-11,generative ai course,Broad match,USA,1.36,8.16,0.0,6,Tuesday,0,Nov,1,90,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-11,generative ai courses,Broad match,USA,1.24,3.7199999999999998,0.0,3,Tuesday,0,Nov,1,90,High,80.0,4.81,13.33,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,0.0,4.0
2025-11-11,generative ai course mit,Broad match,USA,0.97,0.97,0.0,1,Tuesday,0,Nov,1,90,High,94.0,6.24,20.12,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,0.0,5.0
2025-11-11,generative ai online course,Broad match,USA,1.41,1.41,0.0,1,Tuesday,0,Nov,1,90,High,67.0,5.0,13.97,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,0.0,4.0
2025-11-11,online ai and ml courses,Phrase match,USA,1.96,49.0,0.0,25,Tuesday,0,Nov,1,90,Medium,51.0,4.64,14.89,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,0.0,4.0
2025-11-11,mit xpro ai,Broad match,USA,1.24,110.36,2000.0,89,Tuesday,0,Nov,1,90,High,80.0,5.35,22.88,4.2626798770413155,4.428132963358339,4.290264046146995,0.2481796294755343,0.0709040145658335,22.471910112359552,5.0
